review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text
797,Pfizer,Healthcare,Director,2025-06-20,3.0,Good pay and benefits. Great personnel in the Bothell facility. Always helpful.,Unknown direction with Pfizer takeover. Meshing of two very different cultures.
798,Pfizer,Healthcare,Manager,2025-06-11,3.0,"Positive culture, opportunities to move within the company from one functional area to another, nice office in NYC, hybrid work schedule. Good work life balance","Few promotion opportunities, Salaries are not competitive with the industry, Pfizer is very cliquey. Lots of re-org going on the last few years within Pfizer R&D"
799,Pfizer,Healthcare,Principal scientist,2025-07-18,4.0,"flexible work hours, good benefits",high pressure. light speed timeline
800,Pfizer,Healthcare,Compliance director,2025-05-30,3.0,Treats employees fairly including those who are severed.,Not innovative in terms of creative destruction and reinvention of business process.
801,Johnson & Johnson,Healthcare,Team member,2025-11-12,5.0,Good pay and friendly family like environment,None from my personal experience
802,Johnson & Johnson,Healthcare,Director,2025-10-08,2.0,"It was a great company, with amazing collaborative culture, slow growth but benefits and work life balance, from tuition reimbursements, gym to childcare facilities, if you go above and beyond you might not be promoted but were given stocks even at managerial level. There were preferences for internal candidates, folks felt like home until Covid hit and Joaquin became the new CEO","Today this is any other company after almost a decade, feel sad that I called it home, if you are a women or a women of color this isn’t the place anymore, credo discussions and patient focus is just a facade it’s all about numbers and wall street, folks who are lifers are also treated like nobody, Folks who are good at managing up are the ones you can make the cut, some folks who hide and do nothing keep on staying and the high performers are sidelined or let go. HR partners are of no use, they want people to leave as attrition is still low! They want to hire externally, more European leaders at the top?"
803,Johnson & Johnson,Healthcare,Operations manager,2025-11-12,1.0,Global company. Multi City company,"J&J has in its CREDO that one of its responsibilities is with the employees. It says “They must have a sense of security, fulfillment and purpose in their jobs... We must support the health and well-being of our employees and help them fulfill their family and other personal responsibilities. Nothing farther from the true!! It’s a lie. After 15 years with J&J and been a single mother I was impacted by a “restructuring” and lost my job. After having Exceed in more than one consecutive year on the performance review I cannot even get thru screening on roles at the same level as I was (manager) even though I have related experiences. It is hurtful that the company you loved and dedicated years of life see you as just a number and get rid of you without caring…not even a little. Unbelievable. I feel betrayed and fooled."
804,Johnson & Johnson,Healthcare,Car-t manufacturing operator,2025-11-05,2.0,"Good for new grads 500 for health and wellness great benefits such as vacation, float holidays, personal time, leave, and volunteer time If you join at a good time, you can get promoted a little faster, but the future doesn't look promising for that.","If you have some experience, consider going somewhere else; nothing much to learn. Unless you're willing to wait your time and move up, but remember, there are so many people trying to get out of this position. 1 year and 8 months before you can be promoted or switch roles. Basically, you have to jump hoops to get promoted, as you not only have to go above and beyond in your job but also pick up extra projects. Depending on what process day you are in, there is a vast difference in schedules, such as the amount of time in the C space environment."
805,Johnson & Johnson,Healthcare,Salesforce data management,2025-11-08,4.0,"- Very good base pay - Very helpful and caring team members - Good growth opportunities, vertical movement - Free coffee and a full gym in the office - Modern and open workspaces, standup desks, collaboration tools","- Communication is lacking amongst leadership, deadlines change often - Juggling multiple projects simultaneously - Red tape, hard to get new programs approved - No bonus, stock options as a contractor - High turnover from contractor staff"
806,Johnson & Johnson,Healthcare,Senior manufacturing engineer,2025-11-06,5.0,"Great work-life balance, benefits and pay Free lunch everyday and gym onsite. Various ERGs and activities on a regular basis.","Limited opportunity for challenging projects in some departments, a lot of less interesting work that needs to be completed. There have been many rounds of layoffs and full changes to management and the future of our part of the company is still unclear."
807,Johnson & Johnson,Healthcare,Medical science liaison (msl),2025-11-12,5.0,Good culture. Lots of help with career development. Whenever a group gets laid off - they are made a hiring priority for open positions,"Large organization, so can be overwhelming to learn/navigate different areas. Used to be more opportunities for remote work, but lately, they want more people in home office, which does limit career advancement."
808,Johnson & Johnson,Healthcare,Senior regulatory affairs specialist,2025-11-07,5.0,"Work life balance, managers generally have “people leader” training which translates to good leaders, a good culture.","Just a con if you don’t align with this: Left leaning politics, celebration of Pride, things like that. I, myself, am Christian and a conservative—you just don’t make it a talking point."
809,Johnson & Johnson,Healthcare,Communications director,2025-10-27,4.0,"Lots of opportunities for movement across sector, function, geography. Competitive base pay and good stock/bonus structure once you get to director level.","Certain functions like Communications, especially Pharm, are rigid when it comes to allowing qualified candidates to work at J&J sites outside of New Jersey or Pennsylvania, which creates stagnant workforce."
810,Johnson & Johnson,Healthcare,Scientist,2025-10-14,2.0,"Opportunities, visibility, experience. Working with some of the smartest scientists, globally.","Analytical side is experiencing high attrition with no FTE backfill, resulting in 60+ hour work weeks. Some managers and Directors are socially awkward. Expect to get a massive workload with no positive feedback. This opinion is shared by many colleagues. This is not the expected J&J experience."
