review_id,company_name,industry,job_title,location,employment_status,review_date,overall_rating,rating_work_life_balance,rating_culture_values,rating_compensation_benefits,rating_career_opportunities,rating_senior_management,headline,pros_text,cons_text,advice_to_management,helpful_count,url
1330,HDR Inc.,Infrastructure,Construction inspector ii,,,2025-09-16,4.0,,,,,,,The Esop and benefits are top notch.,The managers can be unavailable when needed. Typical workplace,,,
1331,HDR Inc.,Infrastructure,Water/wastewater engineer,,,2025-08-23,3.0,,,,,,,-Get to meet some great people -Wide variety of projects -Upper management attempts to care -New support for license attainment Decent benefits and pay,-Continues to hire when there is no work. -Some mangers are not fit for management of junior staff. -Experience varies widely based on who management is.,,,
1332,HDR Inc.,Infrastructure,Senior analyst,,,2025-09-13,3.0,,,,,,,"Company has flexible work arrangements, great benefits, and quality employees network groups",Difficult to network with coworkers outside of primary office.,,,
1333,HDR Inc.,Infrastructure,Eit,,,2025-09-07,5.0,,,,,,,Stock is doing well and you get discretionary bonus',"Bonus is tied to 401K, not cash",,,
1334,HDR Inc.,Infrastructure,Project manager,,,2025-09-05,5.0,,,,,,,Opportunities to grow within and across multiple offices,Have to create your own path so might not work if you aren’t ambitious or need more guidance,,,
1335,HDR Inc.,Infrastructure,"Transportation drainage engineer in training, hdr inc",,,2025-07-25,5.0,,,,,,,"Largest benefit is workshare between offices which ensures plenty of growth and minimal wasted time between projects, management is excellent and allows for plenty of cross pollination between business groups and interests / types of projects.","Coming from the public side, the expectation of performance is a bit daunting. There is a lot to learn and it can be easy to go down the deep end figure things out.",,,
1336,HDR Inc.,Infrastructure,Project manager,,,2025-08-24,1.0,,,,,,,"Very large company, Lots of new things being done.","To many chiefs trying to maximized their stock price. Management sees lower level people as expendable. If you got rid of half of the chiefs, you could save the positions of almost all the low level people. Managers that generate no revenue are kept and let low level employees who generate revenue are let go.",,,
1337,HDR Inc.,Infrastructure,Design coordinator,,,2025-08-27,5.0,,,,,,,"We receive great benefits, including stock options, a 401(k), and H1B lottery sponsorship for international students. The company also offers a collaborative environment with a strong, supportive culture.",The salary could be higher.,,,
1338,HDR Inc.,Infrastructure,Engineer,,,2024-12-22,2.0,,,,,,,An ESOP company offering you the ability to buy shares. Decent healthcare benefits and 2 week paid maternity/paternity leave.,"They do not spend the time and resources to mentor and grow employees; instead, they poach experienced people from local firms. New section managers will most likely be an outside hire, so they avoid backfilling the grunt roles. Their officer program is a good ole boy system where you can only be nominated when kissing the ring of a current officer. There are some younger people in the company that have an officer title when their direct supervisor does not have one or is of lesser title. If you want to play the game, you might be able to get ahead. If you are looking to work here, be sure to ask about their employee retention rate (in a nice way of course because it is not good.).",,,
1339,HDR Inc.,Infrastructure,Bim cad designer,,,2025-07-09,4.0,,,,,,,"Work life balance, Employee owned, stock 401k, profit sharing every year, money transparency, hours flexibility, YP Program to facilitate young professionals Culture in the offices world wide, upward mobility, horizontal job opportunities.","Average pay compared to market, still developing in newer design technologies, not great/structured onboarding training (but they will work with you to learn)",,,
1340,HDR Inc.,Infrastructure,Cybersecurity analyst,,,2025-07-25,4.0,,,,,,,Great company that works in a wide-array of markets Employee culture is great Employee stock is amazing Great management and team,"Leadership can be out of touch with with lower-level employees If based in an office outside HQ, there tends fo be broken or delayed communication and ability for input",,,
1341,HDR Inc.,Infrastructure,Design coordinator,,,2025-08-23,3.0,,,,,,,Lots of work to go around,Not enough people to do the work,,,
1342,HDR Inc.,Infrastructure,Design coordinator,,,2025-08-18,5.0,,,,,,,"Great benefits
Strong office culture
Work life balance","Limited Project Types
Office physical environment and location",,,
1343,HDR Inc.,Infrastructure,Architect,,,2025-08-17,5.0,,,,,,,"Great team with nice working environment, excellent 401k growth",Limit area on professional practice,,,
1344,HDR Inc.,Infrastructure,Design coordinator ii,,,2025-07-04,4.0,,,,,,,"the working environment is very positive, a lot of learning opportunities, a lot of growth. People tend to stay there for a long time since the stocks are good for a long-term investment. There is a great support system. Great work life balance.","It is a big corporate, there might be a ladder to go up for the long-term career growth.",,,
1345,HDR Inc.,Infrastructure,Anonymous employee,,,2025-03-20,5.0,,,,,,,"I can’t say enough good things about HDR. The community is absolutely amazing—everyone is so welcoming and supportive. Whether you're a beginner or someone with more experience, there’s always someone ready to help or offer guidance. The environment itself is incredibly open and inviting, making it a perfect place to learn and grow. You never feel out of place, and the resources available are top-notch. The learning experience is seamless, with a focus on hands-on engagement and real-time feedback, which makes the whole journey fun and rewarding. I’ve gained so much already, and it's been a great place to explore new techniques, ideas, and workflows. All in all, HDR is more than just a tool—it's a thriving community that makes you feel at home. If you're looking for a supportive, open place to improve your skills and expand your knowledge, this is it! There simply aren’t enough good things to say about it.",Can't think of any Cons!,,,
1346,HDR Inc.,Infrastructure,Civil engineer,,,2025-07-14,5.0,,,,,,,Employee ownership makes a difference... especially when the company has a such a strong record of success and growth.,"There is at least one senior manager who is antagonistic, unprofessional, and undermining. Her supervisors and senior colleagues are fully aware of her behavior and it continues.",,,
1347,HDR Inc.,Infrastructure,Senior transportation engineer,,,2025-08-06,5.0,,,,,,,A small firm feel with a big firm backing and network,Time it takes to get new ideas into motion long term,,,
1348,HDR Inc.,Infrastructure,Water/wastewater eit,,,2025-07-09,4.0,,,,,,,"Meaningful work that makes a difference in communities; Talented, kind, and supportive coworkers; Opportunities to grow through mentorship and project exposure","Compensation below market, especially for early-career roles; Benefits are rigid and not tailored to younger or diverse employees; Lack of transparency in pay structure and advancement criteria",,,
1349,HDR Inc.,Infrastructure,Mechanical engineer,,,2025-08-08,5.0,,,,,,,"great benefits, 401k, and culture","it's consulting, so you are at some times at the mercy of your clients",,,
1350,HDR Inc.,Infrastructure,Project manager,,,2025-07-25,5.0,,,,,,,They do their best to manage the workload and balance for their employees. People and leadership are good,"All consulting jobs are fast paced, this one is no different",,,
1351,HDR Inc.,Infrastructure,Transportation eit,,,2025-07-28,4.0,,,,,,,Good interoffice communication Work share opportunities when things are slow Great benefits Supportive supervisors,Performative/surface level with diversity and inclusion,,,
1352,HDR Inc.,Infrastructure,Senior project manager,,,2025-07-28,4.0,,,,,,,Exposure to numerous project types and work examples leading to extensive experience,Can be slow at times,,,
1353,HDR Inc.,Infrastructure,Business development manager,,,2025-06-26,5.0,,,,,,,"Well managed, great CEO, ESOP sets a fantastic culture!!",A bit process heavy at times. Not always fast reaction,,,
