review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text,pros_sentiment_score,pros_sentiment_label,cons_sentiment_score,cons_sentiment_label,combined_sentiment_score,combined_sentiment_label
700,Boston Scientific,Healthcare,Senior financial analyst,2025-06-23,4.0,Work Life Balance Compensation Interesting Work Company Mission Company Leadership,Opportunities for Advancement are lacking,0.4019,Positive,0.3818,Positive,0.39185,Positive
701,Pfizer,Healthcare,Research associate,2025-10-30,5.0,"Love it, people are fantastic, good work culture","None, can’t think of any",0.8934,Positive,0.0,Neutral,0.4467,Positive
702,Pfizer,Healthcare,Sr. director,2025-11-17,3.0,Great long term benefits if you have been here for over 15 years. Great work life balance.,"There is absolutely zero reason for joining this company. None. Unless you want the brand on your resume. Constant reorg, and I mean constant. On average, have had a new division lead every 12 months. Operational model keeps changing. Stock goes nowhere but south. People with no business leading people are made senior leaders, Others are let go, both with little advance notice.",0.8957,Positive,-0.4425,Negative,0.22660000000000002,Positive
703,Pfizer,Healthcare,Associate scientist,2025-08-18,5.0,"Great work culture, friendly atmosphere. Benefits are great, different site events are fun and inclusive, there are opportunities for growth experiences, unlimited sick days for those in laboratory roles, clubs/organizations that promote community/personal development, new facilities, on-site gym ($15 per month),","Not organized/managers are not in sync with each other when department is bigger. Sometimes feels like youre being judged without people saying anything. (I.e - seeing you holding your bag and assuming you came in late, assigning you more tasks because they saw you talking to someone earlier, .etc). It might be because its such a friendly environment but departmental growth is easier if youre already friendly with management. Pfizer Fridays are in the summer (half days) but some departments just decide you cannot participate. Different cultures completely depending on what department you are in.",0.9674,Positive,0.9354,Positive,0.9514,Positive
704,Pfizer,Healthcare,Senior administrative assistant,2025-10-13,4.0,My company was bought out by Pfizer so that sucked. Our company before the buy out in my opinion was better due to the amount of passion and work my company did. I really like the people and then work we stood for. I hoped Pfizer took us to the next level. I was only with Pfizer for 4 months after the merge so I can’t say anything for company.,It’s corporate so sometimes it can be hard to adapt,0.7914,Positive,-0.1027,Negative,0.34435,Positive
705,Pfizer,Healthcare,Bpt,2025-11-04,4.0,"pay, career advancement and placement.",Sometimes political but everyone can find a space for them.,-0.1027,Negative,0.0,Neutral,-0.05135,Negative
706,Pfizer,Healthcare,Senior associate scientist,2025-11-06,3.0,"Collaborative departments, able to learn lot. Good exposure in cooperate pharma","Takes long for promotions even you prove yourself, difficult to crack politics.",0.4404,Positive,-0.3612,Negative,0.039599999999999996,Neutral
707,Pfizer,Healthcare,Scientist,2025-11-07,3.0,"good systematic training, and WLB",limited career development and job stability,0.4404,Positive,-0.2263,Negative,0.10705,Positive
708,Pfizer,Healthcare,Internship,2025-11-08,4.0,"Pretty warm community. Competitive, but not toxic",Salaries are not the most competitive,0.4404,Positive,-0.1864,Negative,0.127,Positive
709,Pfizer,Healthcare,Anonymous employee,2025-10-01,1.0,"Bothell's research leadership is passionate and fosters collaboration. The Pfizer acquisition brings deep expertise from other sites, efficient workflows capable of managing very high throughput, and the ability to attract experienced upper management and talent to modernize the Bothell site. New hire salary is generous.","Legacy Seagen talent left for Immunome. Many remaining have not worked elsewhere and are not familiar with practices standard across the industry. Sample traceability is poor, documentation is not standardized, training is not enforced, lab culture is tribal, middle management plays favorites and does not treat staff equally. Constant unaddressed rumors of layoffs lead to apathy and discourage innovation.",0.9565,Positive,-0.0408,Neutral,0.45785,Positive
710,Pfizer,Healthcare,Principal scientist,2025-11-04,3.0,Learned a lot while was there how to do drug development properly,Red tape at every step,0.0,Neutral,0.0,Neutral,0.0,Neutral
711,Pfizer,Healthcare,Director external quality,2025-11-03,4.0,"Work life balance
Good comp
Product base","Financial issues currently, downsizing and reorgs",0.4404,Positive,0.0,Neutral,0.2202,Positive
712,Pfizer,Healthcare,Sales,2025-10-29,4.0,Solid company Great opportunities. Lots of experienced people to learn from.,Very large. Get lost easy,0.8074,Positive,0.0865,Positive,0.44695,Positive
713,Pfizer,Healthcare,Anonymous employee,2025-10-31,4.0,Good benefits and workplace culture,Too many layoffs and reorgs,0.6705,Positive,0.0,Neutral,0.33525,Positive
714,Pfizer,Healthcare,Ehs specialist,2025-10-01,3.0,"Benefits, coworkers, facilities are being upgraded.","Salary below industry average, work-life balance, ability to facilitate change, facilities are old and at least a decade overdue for renovation, communication from management, employee morale.",0.3818,Positive,0.3182,Positive,0.35,Positive
715,Pfizer,Healthcare,Anonymous employee,2025-10-24,4.0,Smart coworkers and not crazy hours depending on the team,Very corporate hierarchy following and slow career growth,0.577,Positive,0.3818,Positive,0.47939999999999994,Positive
716,Pfizer,Healthcare,Documentation specialist,2025-10-20,3.0,Have great wellness program Generous PTO,expensive health insurance benefits (co-insurance)- covers nothing until you meet a high deductible,0.8834,Positive,0.3818,Positive,0.6325999999999999,Positive
717,Pfizer,Healthcare,Marketing manager,2025-10-15,5.0,- Very human and flexible culture with very strong work life balance/no toxic hustle culture. - Pay is good - I like my coworkers,None to note so far.,0.8676,Positive,0.0,Neutral,0.4338,Positive
718,Pfizer,Healthcare,Engagement partner,2025-10-20,3.0,Lots of great benefits and people,People have been there their whole career. It’s hard to bring new ideas.,0.7717,Positive,-0.1027,Negative,0.3345,Positive
719,Pfizer,Healthcare,Lead executive assistant,2025-09-18,1.0,None at this time. Terrible experience from day one.,"Unprofessional Lower wage/salary than most pharma Bonuses only to mgmt and above Extreme low morale and while leader is aware of it, they don’t care. Promotion are not based on knowledge or expertise but rather who you kiss up too. Layoffs are year round non stop. Poor culture throughout the organization. Employees have either been there 30 years or 1 year. No inbetween. And those that have been there 30 years hardly discussed their desire to be laid off",-0.4767,Negative,-0.422,Negative,-0.44935,Negative
720,Pfizer,Healthcare,Finance manager,2025-10-22,5.0,People and culture are the best here,There really isn’t much to say here,0.6369,Positive,0.0,Neutral,0.31845,Positive
721,Pfizer,Healthcare,Lead executive assistant,2025-09-18,1.0,None at this time. Terrible experience from day one.,"Unprofessional Lower wage/salary than most pharma Bonuses only to mgmt and above Extreme low morale and while leader is aware of it, they don’t care. Promotion are not based on knowledge or expertise but rather who you kiss up too. Layoffs are year round non stop. Poor culture throughout the organization. Employees have either been there 30 years or 1 year. No inbetween. And those that have been there 30 years hardly discussed their desire to be laid off",-0.4767,Negative,-0.422,Negative,-0.44935,Negative
722,Pfizer,Healthcare,Finance manager,2025-10-22,5.0,People and culture are the best here,There really isn’t much to say here,0.6369,Positive,0.0,Neutral,0.31845,Positive
723,Pfizer,Healthcare,Technical project manager,2025-09-25,3.0,Great colleagues to work with and large company with a vast range of opportunities to move around and learn different things,It's a corporate job where money and stock price drive all decisions regardless of all the culture and family first language within the company. Typical corporate politics move the needle in too many situations vs logic and results,0.7717,Positive,0.0,Neutral,0.38585,Positive
